DOI,PREFIX,ISSN,type,publisher,title,date,reference-count,alt title,score
10.1145/3373477.3373705,10.1145,n/a,proceedings-article,ACM,Proceedings of the International Conference on Advanced Information Science and System,2020/1/17,14,Generating images with desired properties using the DiscoGAN model enhanced with repeated property construction,3.8240283
10.1145/3373477.3373702,10.1145,n/a,proceedings-article,ACM,Proceedings of the International Conference on Advanced Information Science and System,2020/1/17,20,Infrared weak-small target image fusion based on contrast and wavelet transform,3.0544772
10.1055/s-0039-1699169,10.1055,0970-0358,journal-article,Georg Thieme Verlag KG,Indian Journal of Plastic Surgery,2020/1/15,0,On ethics and information,4.4303546
10.1145/3373477,10.1145,n/a,proceedings,ACM,n/a,2020/1/17,0,Proceedings of the International Conference on Advanced Information Science and System,5.2595572
10.1145/3373477.3373480,10.1145,n/a,proceedings-article,ACM,Proceedings of the International Conference on Advanced Information Science and System,2020/1/17,23,Solving DNA motif discovery problem using improved Clonal selection algorithm with tournament selection operator,3.0544772
10.1145/3373477.3373482,10.1145,n/a,proceedings-article,ACM,Proceedings of the International Conference on Advanced Information Science and System,2020/1/17,10,Research and development of intelligent safe storage cabinet management system,3.8240283
10.1145/3373477.3373481,10.1145,n/a,proceedings-article,ACM,Proceedings of the International Conference on Advanced Information Science and System,2020/1/17,20,A conceptual model of mobile disaster relief system combining social apps,3.8240283
10.1145/3373477.3373484,10.1145,n/a,proceedings-article,ACM,Proceedings of the International Conference on Advanced Information Science and System,2020/1/17,12,QoE optimization of A/V streaming using Linux OS fine tuning,3.8240283
10.1145/3373477.3373483,10.1145,n/a,proceedings-article,ACM,Proceedings of the International Conference on Advanced Information Science and System,2020/1/17,49,Asymmetry semiquantum dialogue protocol,3.0544772
10.1145/3373477.3373498,10.1145,n/a,proceedings-article,ACM,Proceedings of the International Conference on Advanced Information Science and System,2020/1/17,20,A blockchain internet of things data integrity detection model,3.8240283
10.1145/3373477.3373699,10.1145,n/a,proceedings-article,ACM,Proceedings of the International Conference on Advanced Information Science and System,2020/1/17,16,Comparative analysis of time-series forecasting algorithms for stock price prediction,3.8240283
10.1145/3373477.3373491,10.1145,n/a,proceedings-article,ACM,Proceedings of the International Conference on Advanced Information Science and System,2020/1/17,13,Recognizing fingerspelling in SIBI (sistem isyarat bahasa Indonesia) using OpenPose and elliptical fourier descriptor,3.0544772
10.1145/3373477.3373692,10.1145,n/a,proceedings-article,ACM,Proceedings of the International Conference on Advanced Information Science and System,2020/1/17,17,Fusion of anthropometric measurement and multi parameter trends for cardiorespiratory fitness assessment,3.0544772
10.1145/3373477.3373485,10.1145,n/a,proceedings-article,ACM,Proceedings of the International Conference on Advanced Information Science and System,2020/1/17,33,Integrated model for smartwatch adoption,3.8240283
10.1145/3373477.3373487,10.1145,n/a,proceedings-article,ACM,Proceedings of the International Conference on Advanced Information Science and System,2020/1/17,20,Attitude of international tourist towards ICT and digital services in tourism industry of nepal,3.0544772
10.1145/3373477.3373500,10.1145,n/a,proceedings-article,ACM,Proceedings of the International Conference on Advanced Information Science and System,2020/1/17,19,Outlier detection for power data based on contractive auto-encoder,3.8240283
10.1145/3373477.3373700,10.1145,n/a,proceedings-article,ACM,Proceedings of the International Conference on Advanced Information Science and System,2020/1/17,36,Rank-consistency-based multi-view learning with Universum,2.6081603
10.1145/3373477.3373489,10.1145,n/a,proceedings-article,ACM,Proceedings of the International Conference on Advanced Information Science and System,2020/1/17,37,Fuzzy decision tree for breast cancer prediction,3.8240283
10.1145/3373477.3373707,10.1145,n/a,proceedings-article,ACM,Proceedings of the International Conference on Advanced Information Science and System,2020/1/17,7,A critical review on state-of-the-art EEG-based emotion datasets,3.8240283
10.1111/cmi.13050,10.1111,1462-5814,journal-article,Wiley,Cellular Microbiology,2020/4/16,0,Issue Information,4.8986945
10.18510/hssr.2020.819,10.18510,2395-6518,journal-article,GIAP Journals,Humanities & Social Sciences Reviews,2020/1/16,50,A STUDY ON LITERACY AND USAGE BEHAVIOUR OF CREDIT CARDS USERS IN INDIA,7.946987
10.17086/jts.2020.44.1.79.98,10.17086,1226-0533,journal-article,The Toursim Scicenes Society of Korea,Journal of Tourism Sciences,2020/1/16,0,A Study on the Attributes of Travel Information Entropy: Focusing on Online Travel Product Reviews,3.0544772
10.1111/jmft.12390,10.1111,0194-472X,journal-article,Wiley,Journal of Marital and Family Therapy,2020/1/16,0,Issue Information,4.4303546
10.1002/syn.22106,10.1002,0887-4476,journal-article,Wiley,Synapse,2020/1/16,0,Issue Information,5.2595572
10.1111/fme.12355,10.1111,0969-997X,journal-article,Wiley,Fisheries Management and Ecology,2020/1/16,0,Issue Information,4.8986945
10.1002/smr.2185,10.1002,2047-7473,journal-article,Wiley,Journal of Software: Evolution and Process,2020/1/16,0,Issue Information,4.4303546
10.1111/lnc3.12313,10.1111,1749-818X,journal-article,Wiley,Language and Linguistics Compass,2020/1/16,0,Issue Information,4.8986945
10.1111/pce.13581,10.1111,0140-7791,journal-article,Wiley,"Plant, Cell & Environment",2020/3/2,0,Issue Information,4.8986945
10.1002/ajpa.23991,10.1002,0002-9483,journal-article,Wiley,American Journal of Physical Anthropology,2020/1/16,0,Issue Information – Table of Contents,4.4303546
10.1111/jce.13975,10.1111,1045-3873,journal-article,Wiley,Journal of Cardiovascular Electrophysiology,2020/1/27,0,Issue Information,4.4303546
10.3897/zookeys.904.39161.figure2,10.3897,n/a,component,Pensoft Publishers,n/a,2020/1/16,0,"Figure 2 from: Wei G, Li S-Z, Liu J, Cheng Y-L, Xu N, Wang B (2020) A new species of the Music frog Nidirana (Anura, Ranidae) from Guizhou Province, China. ZooKeys 904: 63-87. https://doi.org/10.3897/zookeys.904.39161",2.1288822
10.1021/acs.iecr.9b05357,10.1021,0888-5885,journal-article,American Chemical Society (ACS),Industrial & Engineering Chemistry Research,2020/4/7,67,Pattern-Directed Phase Transitions and VOC Sensing of Liquid Crystal Films,2.1288822
10.1021/spv004i001_1345059,10.1021,2472-3452,journal-article,American Chemical Society (ACS),ACS Earth and Space Chemistry,2020/1/16,0,Issue Publication Information,4.4303546
10.1021/jxv124i002_1345417,10.1021,1089-5639,journal-article,American Chemical Society (ACS),The Journal of Physical Chemistry A,2020/1/16,0,Issue Publication Information,4.4303546
10.1111/den.13433,10.1111,0915-5635,journal-article,Wiley,Digestive Endoscopy,2020/3/11,0,Issue Information,4.8986945
10.23951/1609-624x-2020-1-77-85,10.23951,1609-624X,journal-article,Tomsk State Pedagogical University,Tomsk state pedagogical university bulletin,2020/1/16,0,ПРИМЕНЕНИЕ ИНФОРМАЦИОННЫХ ТЕХНОЛОГИЙ В ПРЕПОДАВАНИИ ДИСЦИПЛИНЫ «ЦВЕТОВЕДЕНИЕ И КОЛОРИСТИКА» (НА ПРИМЕРЕ ПРОФИЛЯ «ПРИКЛАДНАЯ ИНФОРМАТИКА В ДИЗАЙНЕ»),2.6081603
10.1002/ncp.10279,10.1002,0884-5336,journal-article,Wiley,Nutrition in Clinical Practice,2020/1/16,0,Issue Information,4.8986945
10.1111/aec.12777,10.1111,1442-9985,journal-article,Wiley,Austral Ecology,2020/1/16,0,Issue Information,5.2595572
10.1111/gcbb.12670,10.1111,1757-1693,journal-article,Wiley,GCB Bioenergy,2020/1/16,0,Issue Information,4.8986945
10.1007/978-3-030-35330-8_3,10.1007,1865-1348,book-chapter,Springer International Publishing,Lecture Notes in Business Information Processing,2020/1/16,16,Consistency and Availability in Microservice Architectures,4.561547
10.1007/978-3-030-35330-8_2,10.1007,1865-1348,book-chapter,Springer International Publishing,Lecture Notes in Business Information Processing,2020/1/16,47,Hybrid Is Better: Why and How Test Coverage and Software Reliability Can Benefit Each Other,4.561547
10.1007/978-3-030-35330-8_1,10.1007,1865-1348,book-chapter,Springer International Publishing,Lecture Notes in Business Information Processing,2020/1/16,31,Client-Side Cornucopia: Comparing the Built-In Application Architecture Models in the Web Browser,4.561547
10.1007/978-3-030-35330-8_4,10.1007,1865-1348,book-chapter,Springer International Publishing,Lecture Notes in Business Information Processing,2020/1/16,44,Personalization and the Conversational Web,4.561547
10.1007/978-3-030-35330-8_9,10.1007,1865-1348,book-chapter,Springer International Publishing,Lecture Notes in Business Information Processing,2020/1/16,24,Web Semantic Technologies in Web Based Educational System Integration,4.561547
10.1007/978-3-030-35330-8_8,10.1007,1865-1348,book-chapter,Springer International Publishing,Lecture Notes in Business Information Processing,2020/1/16,15,Personalized Review-Oriented Explanations for Recommender Systems,4.561547
10.1007/978-3-030-35330-8_5,10.1007,1865-1348,book-chapter,Springer International Publishing,Lecture Notes in Business Information Processing,2020/1/16,16,A Declarative Data Protection Approach: From Human-Readable Policies to Automatic Enforcement,4.561547
10.1007/978-3-030-35330-8_6,10.1007,1865-1348,book-chapter,Springer International Publishing,Lecture Notes in Business Information Processing,2020/1/16,45,IUPTIS: Fingerprinting Profile Webpages in a Dynamic and Practical DPI Context,4.561547
10.1007/978-3-030-35330-8_10,10.1007,1865-1348,book-chapter,Springer International Publishing,Lecture Notes in Business Information Processing,2020/1/16,25,Affordable Voice Services to Bridge the Digital Divide: Presenting the Kasadaka Platform,4.561547
10.1007/978-3-030-35330-8_11,10.1007,1865-1348,book-chapter,Springer International Publishing,Lecture Notes in Business Information Processing,2020/1/16,40,Torwards Flexible Multi-factor Combination for Authentication Based on Smart-Devices,4.561547
10.1007/978-981-15-2693-0_1,10.1007,1865-0929,book-chapter,Springer Singapore,Communications in Computer and Information Science,2020/1/16,23,A Survey on Privacy Concerns in Blockchain Applications and Current Blockchain Solutions to Preserve Data Privacy,3.0544772
10.1007/978-981-15-2693-0_2,10.1007,1865-0929,book-chapter,Springer Singapore,Communications in Computer and Information Science,2020/1/16,60,A Study on Secured Authentication and Authorization in Internet of Things: Potential of Blockchain Technology,3.0544772
10.1007/978-981-15-2693-0_6,10.1007,1865-0929,book-chapter,Springer Singapore,Communications in Computer and Information Science,2020/1/16,16,Context-Based Blockchain Platform Definition and Analysis Methodology,3.0544772
10.1007/978-981-15-2693-0_7,10.1007,1865-0929,book-chapter,Springer Singapore,Communications in Computer and Information Science,2020/1/16,24,Performance Evaluation of Wavelet SVD-Based Watermarking Schemes for Color Images,3.0544772
10.1007/978-981-15-2693-0_19,10.1007,1865-0929,book-chapter,Springer Singapore,Communications in Computer and Information Science,2020/1/16,21,Wireless Sensor Network for Temperature and Humidity Monitoring Systems Based on NodeMCU ESP8266,3.0544772
10.1007/978-981-15-2693-0_18,10.1007,1865-0929,book-chapter,Springer Singapore,Communications in Computer and Information Science,2020/1/16,34,Bluetooth Low Energy 5 Mesh Based Hospital Communication Network (B5MBHCN),3.0544772
10.1007/978-981-15-2693-0_16,10.1007,1865-0929,book-chapter,Springer Singapore,Communications in Computer and Information Science,2020/1/16,10,On Way to Simplify the Reverse Engineering of UEFI Firmwares,3.0544772
10.1007/978-981-15-2693-0_22,10.1007,1865-0929,book-chapter,Springer Singapore,Communications in Computer and Information Science,2020/1/16,34,Iraqi’s Organizations Awareness to Prompt Open Source Cloud Computing (OSCC) in Their Service: A Study,3.0544772
10.1007/978-981-13-2318-8_1,10.1007,2509-7091,book-chapter,Springer Singapore,Integrated Disaster Risk Management,2020/1/16,18,Pitfall of Disaster Information,3.8240283
10.1080/03155986.2019.1706030,10.1080,0315-5986,journal-article,Informa UK Limited,INFOR: Information Systems and Operational Research,2020/2/18,14,Examples with decreasing largest inscribed ball for deterministic rescaling algorithms,5.3682075
10.1007/978-3-319-60013-0_185-2,10.1007,n/a,book-chapter,Springer International Publishing,Encyclopedia of Education and Information Technologies,2020/1/17,28,Comparative Analysis of E-Governance and IT Governance,4.4303546
10.1007/978-1-0716-0150-1_22,10.1007,1557-2153,book-chapter,Springer US,Methods in Pharmacology and Toxicology,2020/1/16,48,QSARs and Read-Across for Thiochemicals: A Case Study of Using Alternative Information for REACH Registrations,3.8240283
10.4102/sajim.v22i1.1007,10.4102,1560-683X,journal-article,AOSIS,SA Journal of Information Management,2020/1/18,19,Elements of a flexible information architecture: A South African perspective,6.203175
10.1007/978-3-030-39237-6_3,10.1007,1865-0929,book-chapter,Springer International Publishing,Modelling and Development of Intelligent Systems,2020/1/16,13,Agile-Based Product Line Tool Development,3.0544772
10.1007/978-3-030-39237-6_8,10.1007,1865-0929,book-chapter,Springer International Publishing,Modelling and Development of Intelligent Systems,2020/1/16,40,Developed Framework Based on Cognitive Computing to Support Personal Data Protection Under the GDPR,3.0544772
10.1007/978-3-030-39237-6_2,10.1007,1865-0929,book-chapter,Springer International Publishing,Modelling and Development of Intelligent Systems,2020/1/16,51,From Digital Learning Resources to Adaptive Learning Objects: An Overview,3.0544772
10.1007/978-3-030-39237-6_5,10.1007,1865-0929,book-chapter,Springer International Publishing,Modelling and Development of Intelligent Systems,2020/1/16,23,Nonlinearity Estimation of Digital Signals,3.0544772
10.1007/978-3-030-39237-6_11,10.1007,1865-0929,book-chapter,Springer International Publishing,Modelling and Development of Intelligent Systems,2020/1/17,17,Composite SVR Based Modelling of an Industrial Furnace,3.0544772
10.1007/978-3-030-39237-6_13,10.1007,1865-0929,book-chapter,Springer International Publishing,Modelling and Development of Intelligent Systems,2020/1/16,26,Support Vector Machine Optimized by Fireworks Algorithm for Handwritten Digit Recognition,3.0544772
10.1007/978-3-030-39237-6_10,10.1007,1865-0929,book-chapter,Springer International Publishing,Modelling and Development of Intelligent Systems,2020/1/16,20,Analysing Facial Features Using CNNs and Computer Vision,3.0544772
10.26784/sbir.v4i1.229,10.26784,2531-0046,journal-article,Asociacion Espanola de Contabilidad y Administracion de Empresas (AECA),Small Business International Review,2020/2/19,67,A proposal to estimate the valuation of small and medium size companies using geographically comparable information,3.8240283
10.1002/alz.12052,10.1002,1552-5260,journal-article,Wiley,Alzheimer's & Dementia,2020/1/16,0,Issue Information,5.2595572
10.1002/jat.3846,10.1002,0260-437X,journal-article,Wiley,Journal of Applied Toxicology,2020/1/16,0,Issue Information,4.4303546
10.1002/mus.26535,10.1002,0148-639X,journal-article,Wiley,Muscle & Nerve,2020/1/16,0,Issue Information,4.8986945
10.1021/acs.jcim.9b00985,10.1021,1549-9596,journal-article,American Chemical Society (ACS),Journal of Chemical Information and Modeling,2020/4/7,52,"Why Purine Nucleoside Phosphorylase Ribosylates 2,6-Diamino-8-azapurine in Noncanonical Positions? A Molecular Modeling Study",3.0544772
10.1002/cncr.32091,10.1002,0008-543X,journal-article,Wiley,Cancer,2020/1/16,0,Issue Information,4.8986945
10.1002/acm2.12626,10.1002,1526-9914,journal-article,Wiley,Journal of Applied Clinical Medical Physics,2020/1/16,0,Issue Information,4.4303546
10.1111/bjh.16018,10.1111,0007-1048,journal-article,Wiley,British Journal of Haematology,2020/1/16,0,Issue Information,4.4303546
10.1111/1750-3841.14533,10.1111,0022-1147,journal-article,Wiley,Journal of Food Science,2020/1/27,0,Issue Information ‐ TOC,4.4303546
10.1371/journal.pone.0227024,10.1371,1932-6203,journal-article,Public Library of Science (PLoS),PLOS ONE,2020/1/16,25,Designing information provision to serve as a reminder of altruistic benefits: A case study of the risks of air pollution caused by industrialization,3.0544772
10.5038/1936-4660.13.1.3,10.5038,1936-4660,journal-article,University of South Florida Libraries,Numeracy,2020/1/16,0,Effects of Quantitative Literacy on Healthcare Decision-Making: An Aural Context,7.946987
10.15446/rce.v43n1.78054,10.15446,2389-8976,journal-article,Universidad Nacional de Colombia,Revista Colombiana de Estadística,2020/1/16,39,Relationship Between Kendall's tau Correlation and Mutual Information,4.4303546
10.1021/acs.jcim.9b01047,10.1021,1549-9596,journal-article,American Chemical Society (ACS),Journal of Chemical Information and Modeling,2020/4/7,56,Molecular Determinants for the Activation/Inhibition of Bak Protein by BH3 Peptides,3.0544772
10.1111/psyg.12466,10.1111,1346-3500,journal-article,Wiley,Psychogeriatrics,2020/1/16,0,Issue Information,4.8986945
10.1088/1755-1315/428/1/012058,10.1088,1755-1315,journal-article,IOP Publishing,IOP Conference Series: Earth and Environmental Science,2020/1/17,20,Early Warning Information Release Algorithm of Internet of Vehicles Based on AHP and Fuzzy Evaluation Model,3.0544772
10.1002/acp.3571,10.1002,0888-4080,journal-article,Wiley,Applied Cognitive Psychology,2020/1/16,0,Issue Information,4.4303546
10.1088/1755-1315/428/1/012092,10.1088,1755-1315,journal-article,IOP Publishing,IOP Conference Series: Earth and Environmental Science,2020/1/17,5,Research on Planning and Design of Mountainous B&B Based on Geographic Information System,3.8240283
10.1088/1755-1315/428/1/012098,10.1088,1755-1315,journal-article,IOP Publishing,IOP Conference Series: Earth and Environmental Science,2020/1/17,4,Integration of Information Security and Artificial Intelligence Implementation,4.4303546
10.1111/resp.13591,10.1111,1323-7799,journal-article,Wiley,Respirology,2020/2/11,0,Issue Information,4.8986945
10.1111/kykl.12153,10.1111,0023-5962,journal-article,Wiley,Kyklos,2020/1/17,0,Issue Information,4.8986945
10.1111/jopr.13048,10.1111,1059-941X,journal-article,Wiley,Journal of Prosthodontics,2020/1/17,0,Issue Information ‐ Editorial Board,4.4303546
10.1111/sji.12779,10.1111,0300-9475,journal-article,Wiley,Scandinavian Journal of Immunology,2020/1/17,0,Issue Information,4.8986945
10.1002/jrs.5687,10.1002,0377-0486,journal-article,Wiley,Journal of Raman Spectroscopy,2020/1/17,0,Issue Information,4.4303546
10.1002/bem.22252,10.1002,0197-8462,journal-article,Wiley,Bioelectromagnetics,2020/1/16,0,Issue Information ‐ Page,4.8986945
10.1029/2019ef001354,10.1029,2328-4277,journal-article,American Geophysical Union (AGU),Earth's Future,2020/3/1,66,China's Trade‐Off Between Economic Benefits and Sulfur Dioxide Emissions in Changing Global Trade,2.1288822
10.1002/aet2.10337,10.1002,2472-5390,journal-article,Wiley,AEM Education and Training,2020/1/17,0,Issue Information,4.4303546
10.1111/anu.12942,10.1111,1353-5773,journal-article,Wiley,Aquaculture Nutrition,2020/1/17,0,Issue Information,4.8986945
10.1111/ijlh.13058,10.1111,1751-5521,journal-article,Wiley,International Journal of Laboratory Hematology,2020/1/17,0,Issue Information Covers,4.4303546
10.1111/ijlh.13057,10.1111,1751-5521,journal-article,Wiley,International Journal of Laboratory Hematology,2020/1/17,0,Issue Information ‐ TOC,4.4303546
10.1111/tesg.12378,10.1111,0040-747X,journal-article,Wiley,Tijdschrift voor economische en sociale geografie,2020/1/17,0,Issue Information,4.4303546
10.1002/jrsm.1357,10.1002,1759-2879,journal-article,Wiley,Research Synthesis Methods,2020/1/17,0,Issue Information,4.4303546
10.1177/2158244019900175,10.1177,2158-2440,journal-article,SAGE Publications,SAGE Open,2020/1/17,3,Development of Communication and Sport in China Based on Mapping of Knowledge Information Visualization,3.8240283
10.5296/ijhrs.v10i1.16043,10.5296,2162-3058,journal-article,"Macrothink Institute, Inc.",International Journal of Human Resource Studies,2020/1/17,0,Accelerating the Social Media Process: The Impact of Internet Celebrity Word-of-Mouth Communication and Relationship Quality on Consumer Information Sharing,3.8240283
10.1002/hed.25816,10.1002,1043-3074,journal-article,Wiley,Head & Neck,2020/2/3,0,Issue Information,4.8986945
10.1021/cbv015i001_1347307,10.1021,1554-8929,journal-article,American Chemical Society (ACS),ACS Chemical Biology,2020/1/17,0,Issue Publication Information,4.8986945
10.1002/psp4.12429,10.1002,2163-8306,journal-article,Wiley,CPT: Pharmacometrics & Systems Pharmacology,2020/1/17,0,Issue Information,4.4303546
10.1007/978-3-030-36875-3_11,10.1007,1610-2002,book-chapter,Springer International Publishing,Climate Change Management,2020/3/7,43,The Need for Science-Based Information. A Requirement for Top-Down and Bottom-up Decision-Making Processes,3.8240283
10.1007/978-3-030-36875-3_25,10.1007,1610-2002,book-chapter,Springer International Publishing,Climate Change Management,2020/3/7,24,Do Information and Citizens Characteristics Affect Public Acceptability of Landslide Protection Measures? A Latent Class Approach,3.0544772
10.1007/978-3-030-36875-3_24,10.1007,1610-2002,book-chapter,Springer International Publishing,Climate Change Management,2020/3/7,9,Climate Information Services and Their Potential on Adaptation and Mitigation: Experiences from Flood Affected Regions in Bangladesh,3.0544772
10.1021/csv010i002_1346252,10.1021,2155-5435,journal-article,American Chemical Society (ACS),ACS Catalysis,2020/1/17,0,Issue Publication Information,4.8986945
10.1007/978-3-030-36875-3_8,10.1007,1610-2002,book-chapter,Springer International Publishing,Climate Change Management,2020/3/7,41,Physical Climate Risks and the Financial Sector—Synthesis of Investors’ Climate Information Needs,3.0544772
10.1007/978-3-030-36875-3_7,10.1007,1610-2002,book-chapter,Springer International Publishing,Climate Change Management,2020/3/7,35,What Do Users Expect from Climate Adaptation Services? Developing an Information Platform Based on User Surveys,3.8240283
10.1021/jov085i002_1345855,10.1021,0022-3263,journal-article,American Chemical Society (ACS),The Journal of Organic Chemistry,2020/1/22,0,Issue Publication Information,4.4303546
10.1111/jzo.12690,10.1111,0952-8369,journal-article,Wiley,Journal of Zoology,2020/1/17,0,Issue Information,4.8986945
10.1021/olv022i002_1346003,10.1021,1523-7060,journal-article,American Chemical Society (ACS),Organic Letters,2020/1/17,0,Issue Publication Information,4.8986945
10.1111/cla.12388,10.1111,0748-3007,journal-article,Wiley,Cladistics,2020/1/17,0,Issue Information,5.2595572
10.1111/rda.13473,10.1111,0936-6768,journal-article,Wiley,Reproduction in Domestic Animals,2020/2/4,0,Issue Information,4.4303546
10.1002/mp.13476,10.1002,0094-2405,journal-article,Wiley,Medical Physics,2020/1/17,0,Issue Information,4.8986945
10.1002/mrc.4909,10.1002,0749-1581,journal-article,Wiley,Magnetic Resonance in Chemistry,2020/1/17,0,Issue Information,4.8986945
10.1002/pds.4813,10.1002,1053-8569,journal-article,Wiley,Pharmacoepidemiology and Drug Safety,2020/1/22,0,Issue Information,4.4303546
10.1002/pds.4812,10.1002,1053-8569,journal-article,Wiley,Pharmacoepidemiology and Drug Safety,2020/1/22,0,Issue Information,4.8986945
10.1111/1748-8583.12282,10.1111,0954-5395,journal-article,Wiley,Human Resource Management Journal,2020/1/17,0,Issue Information,4.4303546
10.1002/cta.2651,10.1002,0098-9886,journal-article,Wiley,International Journal of Circuit Theory and Applications,2020/1/17,0,Issue Information,4.4303546
10.3389/fnins.2019.01435,10.3389,1662-453X,journal-article,Frontiers Media SA,Frontiers in Neuroscience,2020/1/17,52,Detecting the Information of Functional Connectivity Networks in Normal Aging Using Deep Learning From a Big Data Perspective,2.6081603
10.1002/env.2583,10.1002,1180-4009,journal-article,Wiley,Environmetrics,2020/1/25,0,Issue Information,5.2595572
10.1002/ana.25673,10.1002,0364-5134,journal-article,Wiley,Annals of Neurology,2020/1/27,0,Issue Information,4.8986945
10.1088/1757-899x/671/1/012114,10.1088,1757-899X,journal-article,IOP Publishing,IOP Conference Series: Materials Science and Engineering,2020/1/18,28,Developing a Comprehensive Digital Library Using Airport Geographic Information Systems (AGIS),3.8240283
10.3390/electronics9010164,10.3390,2079-9292,journal-article,MDPI AG,Electronics,2020/1/22,29,File Type and Access Pattern Aware Buffer Cache Management for Rendering Systems,3.0544772
10.3390/e22010108,10.3390,1099-4300,journal-article,MDPI AG,Entropy,2020/1/17,47,Generalizing Information to the Evolution of Rational Belief,4.4303546
10.3390/ijgi9010047,10.3390,2220-9964,journal-article,MDPI AG,ISPRS International Journal of Geo-Information,2020/1/17,39,Multistage Cascade Predictor of Structural Elements Movement in the Deformation Analysis of Large Objects Based on Time Series Influencing Factors,3.8240283
10.3390/info11010044,10.3390,2078-2489,journal-article,MDPI AG,Information,2020/1/21,36,Dramatically Reducing Search for High Utility Sequential Patterns by Maintaining Candidate Lists,5.938682
10.3390/info11010047,10.3390,2078-2489,journal-article,MDPI AG,Information,2020/1/23,29,High-Fidelity Router Emulation Technologies Based on Multi-Scale Virtualization,4.561547
10.3390/ijgi9010048,10.3390,2220-9964,journal-article,MDPI AG,ISPRS International Journal of Geo-Information,2020/1/22,94,Uncertainty Analysis of Remote Sensing Pretreatment for Biomass Estimation on Landsat OLI and Landsat ETM+,3.0544772
10.3390/s20020484,10.3390,1424-8220,journal-article,MDPI AG,Sensors,2020/1/17,42,Distributed Multi-Robot Information Gathering under Spatio-Temporal Inter-Robot Constraints,4.4303546
10.1002/tal.1635,10.1002,1541-7794,journal-article,Wiley,The Structural Design of Tall and Special Buildings,2020/1/17,0,Issue Information,4.4303546
10.1002/cjp2.154,10.1002,2056-4538,journal-article,Wiley,The Journal of Pathology: Clinical Research,2020/1/17,0,Issue Information,4.4303546
10.1002/lsm.23112,10.1002,0196-8092,journal-article,Wiley,Lasers in Surgery and Medicine,2020/1/17,0,Issue Information,4.4303546
10.1002/lsm.23208,10.1002,0196-8092,journal-article,Wiley,Lasers in Surgery and Medicine,2020/1/17,0,Issue Information,4.4303546
10.26787/nydha-2686-6846-2020-22-1-11-16,10.26787,2686-6846,journal-article,Technomed Holdin­gs LLC,“Educational bulletin “Consciousness”,2020/1/17,0,DESIGNING THE SYSTEM OF FORMATION OF FINANCIAL LITERACY IN PRESCHOOL CHILDREN,5.478995
10.1002/ecj.12107,10.1002,1942-9533,journal-article,Wiley,Electronics and Communications in Japan,2020/1/17,0,Issue Information,4.4303546
10.1093/ehjci/jez319.464,10.1093,2047-2404,journal-article,Oxford University Press (OUP),European Heart Journal - Cardiovascular Imaging,2020/1/17,0,P811 More than aortic measurements: evaluation with TTE and angioCT in bicuspid aortic valve yields useful information about valvular compromise,3.0544772
10.1177/0972150919865085,10.1177,0972-1509,journal-article,SAGE Publications,Global Business Review,2020/1/17,46,Assessment of Asymmetric Information Cost in Indian Stock Market: A Sectoral Approach,3.8240283
10.1093/ehjci/jez319.692,10.1093,2047-2404,journal-article,Oxford University Press (OUP),European Heart Journal - Cardiovascular Imaging,2020/1/17,0,1231 Left atrial septal and lateral wall strains contain different pressure information: Utility in pulmonary hypertension,3.0544772
10.1002/jor.24356,10.1002,0736-0266,journal-article,Wiley,Journal of Orthopaedic Research,2020/1/17,0,Issue Information ‐ Editorial Board and TOC,4.4303546
10.3390/computers9010003,10.3390,2073-431X,journal-article,MDPI AG,Computers,2020/2/3,43,Dynamic Boundary of P-Set and Intelligent Acquisition for Two Types of Information Fusion,3.0544772
10.3390/info11010048,10.3390,2078-2489,journal-article,MDPI AG,Information,2020/1/23,25,A Revision of the Buechner–Tavani Model of Digital Trust and a Philosophical Problem It Raises for Social Robotics,5.3682075
10.3390/info11010049,10.3390,2078-2489,journal-article,MDPI AG,Information,2020/1/23,21,Ordered Electric Vehicles Charging Scheduling Algorithm Based on Bidding in Residential Area,5.3682075
10.1111/jmcb.12640,10.1111,0022-2879,journal-article,Wiley,"Journal of Money, Credit and Banking",2020/1/17,0,Issue Information,4.4303546
10.1111/ecc.13103,10.1111,0961-5423,journal-article,Wiley,European Journal of Cancer Care,2020/1/17,0,Issue Information,4.4303546
10.1002/sscp.202070002,10.1002,2573-1815,journal-article,Wiley,SEPARATION SCIENCE PLUS,2020/1/17,0,Issue Information,4.4303546
10.1002/9781119697206.bapp05,10.1002,n/a,other,Wiley,Audit and Accounting Guide: Health Care Entities,2020/1/17,0,Information Sources,4.4303546
10.1111/ijst.12375,10.1111,1463-1652,journal-article,Wiley,International Journal of Systematic Theology,2020/1/23,0,Issue Information,4.4303546
10.1111/jvs.12852,10.1111,1100-9233,journal-article,Wiley,Journal of Vegetation Science,2020/1/18,0,Issue Information,4.8986945
10.1111/acps.13043,10.1111,0001-690X,journal-article,Wiley,Acta Psychiatrica Scandinavica,2020/1/18,0,Issue Information,4.4303546
10.1002/1438-390x.12011,10.1002,1438-3896,journal-article,Wiley,Population Ecology,2020/1/18,0,Issue Information,4.8986945
10.1111/joor.12867,10.1111,0305-182X,journal-article,Wiley,Journal of Oral Rehabilitation,2020/1/18,0,Issue Information,4.8986945
10.1111/oli.12232,10.1111,0105-7510,journal-article,Wiley,Orbis Litterarum,2020/1/18,0,Issue Information,4.8986945
